codigo latitud longitud elevacion anio mes chirps ideam
26055050 3.23333333333333 -76.5833333333333 1010 1988 10 230.796646118164 191
26055050 3.23333333333333 -76.5833333333333 1010 1989 2 116.106758117676 117.8
26055050 3.23333333333333 -76.5833333333333 1010 1989 3 154.636154174805 189
26055050 3.23333333333333 -76.5833333333333 1010 1989 4 166.90837097168 172.2
26055050 3.23333333333333 -76.5833333333333 1010 1989 5 176.212753295898 213.4
26055050 3.23333333333333 -76.5833333333333 1010 1989 6 120.125579833984 147.3
26055050 3.23333333333333 -76.5833333333333 1010 1989 7 47.576602935791 26.5
26055050 3.23333333333333 -76.5833333333333 1010 1989 8 78.1908264160156 49
26055050 3.23333333333333 -76.5833333333333 1010 1989 10 295.803771972656 253
26055050 3.23333333333333 -76.5833333333333 1010 1989 12 153.941162109375 160
26055050 3.23333333333333 -76.5833333333333 1010 1990 1 130.3212890625 70
26055050 3.23333333333333 -76.5833333333333 1010 1990 2 168.055374145508 140
26055050 3.23333333333333 -76.5833333333333 1010 1990 4 240.131301879883 149
26055050 3.23333333333333 -76.5833333333333 1010 1990 8 51.1571044921875 59
26055050 3.23333333333333 -76.5833333333333 1010 1990 9 69.8481216430664 56
26055050 3.23333333333333 -76.5833333333333 1010 1990 10 294.492156982422 265.4
26055050 3.23333333333333 -76.5833333333333 1010 1990 11 243.138427734375 182.1
26055050 3.23333333333333 -76.5833333333333 1010 1990 12 211.880950927734 128
26055050 3.23333333333333 -76.5833333333333 1010 1991 1 52.1328353881836 36
26055050 3.23333333333333 -76.5833333333333 1010 1991 2 117.188415527344 64
26055050 3.23333333333333 -76.5833333333333 1010 1991 3 191.184753417969 190
26055050 3.23333333333333 -76.5833333333333 1010 1991 4 220.335021972656 205
26055050 3.23333333333333 -76.5833333333333 1010 1991 6 168.662017822266 173
26055050 3.23333333333333 -76.5833333333333 1010 1991 7 90.7193450927734 114.9
26055050 3.23333333333333 -76.5833333333333 1010 1991 8 36.0317459106445 7
26055050 3.23333333333333 -76.5833333333333 1010 1991 9 161.37158203125 186
26055050 3.23333333333333 -76.5833333333333 1010 1991 11 248.259918212891 207.4
26055050 3.23333333333333 -76.5833333333333 1010 1991 12 136.775726318359 95.8
26055050 3.23333333333333 -76.5833333333333 1010 1992 1 98.9838409423828 112.9
26055050 3.23333333333333 -76.5833333333333 1010 1992 2 141.394805908203 191.2
26055050 3.23333333333333 -76.5833333333333 1010 1992 3 113.078834533691 60
26055050 3.23333333333333 -76.5833333333333 1010 1992 4 158.979888916016 94.5
26055050 3.23333333333333 -76.5833333333333 1010 1992 5 173.875122070312 196.8
26055050 3.23333333333333 -76.5833333333333 1010 1992 6 71.416748046875 109
26055050 3.23333333333333 -76.5833333333333 1010 1992 7 48.1797866821289 36.3
26055070 3.378 -76.5337777777778 985 1981 2 153.768402099609 123.7
26055070 3.378 -76.5337777777778 985 1981 3 166.842529296875 106.5
26055070 3.378 -76.5337777777778 985 1981 4 311.262817382812 304.5
26055070 3.378 -76.5337777777778 985 1981 8 67.5128479003906 78.2
26055070 3.378 -76.5337777777778 985 1981 9 69.450309753418 91.9
26055070 3.378 -76.5337777777778 985 1981 11 178.404190063477 141
26055070 3.378 -76.5337777777778 985 1981 12 167.664810180664 142.9
26055070 3.378 -76.5337777777778 985 1982 2 167.869171142578 157.2
26055070 3.378 -76.5337777777778 985 1982 3 201.971374511719 181.1
26055070 3.378 -76.5337777777778 985 1982 4 305.708282470703 325
26055070 3.378 -76.5337777777778 985 1982 5 181.395797729492 94.1
26055070 3.378 -76.5337777777778 985 1982 6 76.8327484130859 60
26055070 3.378 -76.5337777777778 985 1982 7 67.6182708740234 76.5
26055070 3.378 -76.5337777777778 985 1982 8 25.1354713439941 7.6
26055070 3.378 -76.5337777777778 985 1982 9 127.95866394043 98.1
26055070 3.378 -76.5337777777778 985 1982 10 225.268112182617 153.8
26055070 3.378 -76.5337777777778 985 1982 11 207.163818359375 261.1
26055070 3.378 -76.5337777777778 985 1983 1 58.4337005615234 31.2
26055070 3.378 -76.5337777777778 985 1983 2 42.0425148010254 25.6
26055070 3.378 -76.5337777777778 985 1983 5 203.605682373047 159.3
26055070 3.378 -76.5337777777778 985 1983 7 58.3739051818848 59.2
26055070 3.378 -76.5337777777778 985 1983 8 36.4458236694336 15.8
26055070 3.378 -76.5337777777778 985 1983 10 137.471771240234 167.9
26055070 3.378 -76.5337777777778 985 1983 11 163.218841552734 88.4
26055070 3.378 -76.5337777777778 985 1983 12 260.490325927734 188.2
26055070 3.378 -76.5337777777778 985 1984 1 190.571899414062 111.1
26055070 3.378 -76.5337777777778 985 1984 2 223.269836425781 223.8
26055070 3.378 -76.5337777777778 985 1984 4 241.079055786133 231.5
26055070 3.378 -76.5337777777778 985 1984 5 176.172180175781 189.5
26055070 3.378 -76.5337777777778 985 1984 6 176.383209228516 166.8
26055070 3.378 -76.5337777777778 985 1984 7 78.7130584716797 107.3
26055070 3.378 -76.5337777777778 985 1984 8 100.789085388184 110.4
26055070 3.378 -76.5337777777778 985 1984 9 247.805786132812 287.1
26055070 3.378 -76.5337777777778 985 1984 10 266.862548828125 269.7
26055070 3.378 -76.5337777777778 985 1984 11 195.471572875977 177
26055070 3.378 -76.5337777777778 985 1985 1 158.412963867188 126
26055070 3.378 -76.5337777777778 985 1985 2 41.9813346862793 21.5
26055070 3.378 -76.5337777777778 985 1985 3 128.572998046875 166.3
26055070 3.378 -76.5337777777778 985 1985 4 111.066024780273 110.1
26055070 3.378 -76.5337777777778 985 1985 5 155.619567871094 95.4
26055070 3.378 -76.5337777777778 985 1985 6 99.6212310791016 96
26055070 3.378 -76.5337777777778 985 1985 7 45.7808990478516 35.3
26055070 3.378 -76.5337777777778 985 1985 8 71.95166015625 61
26055070 3.378 -76.5337777777778 985 1985 10 182.951782226562 191.3
26055070 3.378 -76.5337777777778 985 1986 1 195.186904907227 188.8
26055070 3.378 -76.5337777777778 985 1986 2 158.832855224609 147.4
26055070 3.378 -76.5337777777778 985 1986 3 139.054061889648 145.7
26055070 3.378 -76.5337777777778 985 1986 4 268.373962402344 280.5
26055070 3.378 -76.5337777777778 985 1986 5 203.91162109375 122.7
26055070 3.378 -76.5337777777778 985 1986 6 133.363220214844 166
26055070 3.378 -76.5337777777778 985 1986 7 26.7587661743164 3.7
26055070 3.378 -76.5337777777778 985 1986 8 69.6166534423828 60.9
26055070 3.378 -76.5337777777778 985 1986 9 91.6855010986328 92.3
26055070 3.378 -76.5337777777778 985 1986 10 315.507263183594 297.2
26055070 3.378 -76.5337777777778 985 1986 11 246.584533691406 172.9
26055070 3.378 -76.5337777777778 985 1986 12 85.6299743652344 15.2
26055070 3.378 -76.5337777777778 985 1987 1 62.0495529174805 62.7
26055070 3.378 -76.5337777777778 985 1987 2 83.7965087890625 43.6
26055070 3.378 -76.5337777777778 985 1987 3 156.236602783203 114.5
26055070 3.378 -76.5337777777778 985 1987 4 201.426879882812 198.3
26055070 3.378 -76.5337777777778 985 1987 5 142.111022949219 116.7
26055070 3.378 -76.5337777777778 985 1987 6 86.4911193847656 51.9
26055070 3.378 -76.5337777777778 985 1987 8 65.1058883666992 36.3
26055070 3.378 -76.5337777777778 985 1987 9 135.560760498047 119
26055070 3.378 -76.5337777777778 985 1987 12 111.234786987305 67.7
26055070 3.378 -76.5337777777778 985 1988 1 60.9714851379395 55.7
26055070 3.378 -76.5337777777778 985 1988 2 87.2048034667969 106.7
26055070 3.378 -76.5337777777778 985 1988 3 64.4683609008789 72.7
26055070 3.378 -76.5337777777778 985 1988 4 201.496780395508 175.3
26055070 3.378 -76.5337777777778 985 1988 6 154.249603271484 126.2
26055070 3.378 -76.5337777777778 985 1988 7 96.5311889648438 73
26055070 3.378 -76.5337777777778 985 1988 8 90.3828659057617 105.7
26055070 3.378 -76.5337777777778 985 1988 9 123.846389770508 110.7
26055070 3.378 -76.5337777777778 985 1988 10 165.960479736328 123
26055070 3.378 -76.5337777777778 985 1988 11 280.142944335938 275.5
26055070 3.378 -76.5337777777778 985 1988 12 169.297454833984 180.1
26055070 3.378 -76.5337777777778 985 1989 1 159.307708740234 98.5
26055070 3.378 -76.5337777777778 985 1989 2 107.749176025391 87.4
26055070 3.378 -76.5337777777778 985 1989 4 134.896850585938 151.7
26055070 3.378 -76.5337777777778 985 1989 5 173.021392822266 201.9
26055070 3.378 -76.5337777777778 985 1989 6 111.580039978027 82.3
26055070 3.378 -76.5337777777778 985 1989 7 34.1178970336914 21.5
26055070 3.378 -76.5337777777778 985 1989 8 55.9307632446289 48.4
26055070 3.378 -76.5337777777778 985 1989 10 204.581787109375 230.7
26055070 3.378 -76.5337777777778 985 1989 11 160.090286254883 97.1
26055070 3.378 -76.5337777777778 985 1989 12 127.584693908691 208.9
26055070 3.378 -76.5337777777778 985 1990 1 96.9051818847656 68.3
26055070 3.378 -76.5337777777778 985 1990 2 138.601501464844 177.8
26055070 3.378 -76.5337777777778 985 1990 3 142.695220947266 155
26055070 3.378 -76.5337777777778 985 1990 4 189.562850952148 148.8
26055070 3.378 -76.5337777777778 985 1990 5 97.2262115478516 30.3
26055070 3.378 -76.5337777777778 985 1990 6 78.7442169189453 54.8
26055070 3.378 -76.5337777777778 985 1990 7 48.4722442626953 33.7
26055070 3.378 -76.5337777777778 985 1990 8 31.2687950134277 11
26055070 3.378 -76.5337777777778 985 1990 9 52.7376899719238 26.6
26055070 3.378 -76.5337777777778 985 1990 10 254.108123779297 235.1
26055070 3.378 -76.5337777777778 985 1990 11 146.414520263672 124.2
26055070 3.378 -76.5337777777778 985 1990 12 171.469528198242 218.6
26055070 3.378 -76.5337777777778 985 1991 1 41.411003112793 9
26055070 3.378 -76.5337777777778 985 1991 2 72.6027908325195 104.4
26055070 3.378 -76.5337777777778 985 1991 3 178.947128295898 134.6
26055070 3.378 -76.5337777777778 985 1991 4 165.033554077148 88.8
26055070 3.378 -76.5337777777778 985 1991 5 183.928939819336 213.6
26055070 3.378 -76.5337777777778 985 1991 7 82.0265731811523 90.6
26055070 3.378 -76.5337777777778 985 1991 8 24.3235473632812 13.6
26055070 3.378 -76.5337777777778 985 1991 9 133.549224853516 127.6
26055070 3.378 -76.5337777777778 985 1991 10 121.288108825684 114.9
26055070 3.378 -76.5337777777778 985 1991 11 159.725311279297 118.8
26055070 3.378 -76.5337777777778 985 1991 12 105.830200195312 32
26055070 3.378 -76.5337777777778 985 1992 2 134.722930908203 179.8
26055070 3.378 -76.5337777777778 985 1992 3 88.585693359375 50.3
26055070 3.378 -76.5337777777778 985 1992 4 111.021049499512 69.4
26055070 3.378 -76.5337777777778 985 1992 5 139.982376098633 115.1
26055070 3.378 -76.5337777777778 985 1992 6 55.498405456543 10.6
26055070 3.378 -76.5337777777778 985 1992 7 47.087833404541 18.2
26055070 3.378 -76.5337777777778 985 1992 9 153.629638671875 126.7
26055070 3.378 -76.5337777777778 985 1992 10 157.043762207031 140.1
26055070 3.378 -76.5337777777778 985 1992 12 140.325012207031 138.5
26055070 3.378 -76.5337777777778 985 1993 1 121.205703735352 126.4
26055070 3.378 -76.5337777777778 985 1993 2 129.067016601562 164.3
26055070 3.378 -76.5337777777778 985 1993 3 221.116470336914 248.5
26055070 3.378 -76.5337777777778 985 1993 4 241.749130249023 247.3
26055070 3.378 -76.5337777777778 985 1993 5 224.409332275391 294.8
26055070 3.378 -76.5337777777778 985 1993 6 60.296012878418 22.5
26055070 3.378 -76.5337777777778 985 1993 7 44.5338172912598 37.2
26055070 3.378 -76.5337777777778 985 1993 8 37.3782691955566 49.2
26055070 3.378 -76.5337777777778 985 1993 9 125.747932434082 128.7
26055070 3.378 -76.5337777777778 985 1993 10 120.897735595703 89.6
26055070 3.378 -76.5337777777778 985 1993 11 236.99089050293 258.9
26055070 3.378 -76.5337777777778 985 1994 2 132.632293701172 224.2
26055070 3.378 -76.5337777777778 985 1994 3 229.534423828125 272.2
26055070 3.378 -76.5337777777778 985 1994 7 50.2215385437012 62.6
26055070 3.378 -76.5337777777778 985 1994 8 45.8315238952637 30.5
26055070 3.378 -76.5337777777778 985 1994 9 66.4459762573242 70.5
26055070 3.378 -76.5337777777778 985 1994 10 190.550399780273 183.7
26055070 3.378 -76.5337777777778 985 1994 11 219.162322998047 222.1
26055070 3.378 -76.5337777777778 985 1994 12 132.889892578125 78.8
26055070 3.378 -76.5337777777778 985 1995 1 68.1320114135742 89.3
26055070 3.378 -76.5337777777778 985 1995 2 37.4734916687012 12.6
26055070 3.378 -76.5337777777778 985 1995 3 195.088836669922 171.7
26055070 3.378 -76.5337777777778 985 1995 4 188.274185180664 151.8
26055070 3.378 -76.5337777777778 985 1995 5 204.257415771484 204.9
26055070 3.378 -76.5337777777778 985 1995 6 190.852233886719 172.6
26055070 3.378 -76.5337777777778 985 1995 7 109.476203918457 135.1
26055070 3.378 -76.5337777777778 985 1995 8 49.4928970336914 21.5
26055070 3.378 -76.5337777777778 985 1995 9 75.719482421875 49.7
26055070 3.378 -76.5337777777778 985 1995 11 169.97770690918 100.5
26055070 3.378 -76.5337777777778 985 1995 12 194.318878173828 192.7
26055070 3.378 -76.5337777777778 985 1996 1 119.19295501709 85.5
26055070 3.378 -76.5337777777778 985 1996 2 119.206787109375 83.6
26055070 3.378 -76.5337777777778 985 1996 3 198.223358154297 161
26055070 3.378 -76.5337777777778 985 1996 4 185.217681884766 214.4
26055070 3.378 -76.5337777777778 985 1996 6 156.658798217773 79.9
26055070 3.378 -76.5337777777778 985 1996 7 63.7252388000488 65.7
26055070 3.378 -76.5337777777778 985 1996 9 129.105865478516 130.7
26055070 3.378 -76.5337777777778 985 1997 1 177.290756225586 206.3
26055070 3.378 -76.5337777777778 985 1997 2 99.6882095336914 68.8
26055070 3.378 -76.5337777777778 985 1997 3 165.062637329102 146.5
26055070 3.378 -76.5337777777778 985 1997 4 222.027770996094 237.9
26055070 3.378 -76.5337777777778 985 1997 5 207.312210083008 137
26055070 3.378 -76.5337777777778 985 1997 7 28.5573616027832 3.7
26055070 3.378 -76.5337777777778 985 1997 8 27.9021282196045 7.5
26055070 3.378 -76.5337777777778 985 1997 9 136.709335327148 128.6
26055070 3.378 -76.5337777777778 985 1997 10 171.004577636719 82.2
26055070 3.378 -76.5337777777778 985 1997 11 266.250732421875 231.5
26055070 3.378 -76.5337777777778 985 1997 12 53.7236328125 3.6
26055070 3.378 -76.5337777777778 985 1998 1 47.9394760131836 17.7
26055070 3.378 -76.5337777777778 985 1998 2 123.719619750977 117.8
26055070 3.378 -76.5337777777778 985 1998 3 133.479156494141 80.4
26055070 3.378 -76.5337777777778 985 1998 4 297.956420898438 269.1
26055070 3.378 -76.5337777777778 985 1998 5 249.024078369141 167.3
26055070 3.378 -76.5337777777778 985 1998 6 112.0068359375 89.4
26055070 3.378 -76.5337777777778 985 1998 7 63.8629531860352 100.3
26055070 3.378 -76.5337777777778 985 1998 10 127.883865356445 104.4
26055070 3.378 -76.5337777777778 985 1998 11 188.304885864258 94.7
26055070 3.378 -76.5337777777778 985 1998 12 113.633514404297 116
26055070 3.378 -76.5337777777778 985 1999 1 135.595520019531 134.6
26055070 3.378 -76.5337777777778 985 1999 2 279.763580322266 304.8
26055070 3.378 -76.5337777777778 985 1999 4 245.620468139648 206.7
26055070 3.378 -76.5337777777778 985 1999 5 155.615692138672 171.1
26055070 3.378 -76.5337777777778 985 1999 6 153.478637695312 119.2
26055070 3.378 -76.5337777777778 985 1999 7 38.3228378295898 22.1
26055070 3.378 -76.5337777777778 985 1999 8 60.0202293395996 89.1
26055070 3.378 -76.5337777777778 985 1999 9 159.935302734375 138.5
26055070 3.378 -76.5337777777778 985 1999 10 171.419891357422 184.5
26055070 3.378 -76.5337777777778 985 1999 11 196.925903320312 213.9
26055070 3.378 -76.5337777777778 985 1999 12 166.928741455078 143.8
26055070 3.378 -76.5337777777778 985 2000 2 144.03173828125 112.6
26055070 3.378 -76.5337777777778 985 2000 3 160.802337646484 165.3
26055070 3.378 -76.5337777777778 985 2000 4 166.550720214844 142.7
26055070 3.378 -76.5337777777778 985 2000 6 131.203567504883 82.7
26055070 3.378 -76.5337777777778 985 2000 7 76.3733062744141 43.4
26055070 3.378 -76.5337777777778 985 2000 8 56.1347389221191 50.4
26055070 3.378 -76.5337777777778 985 2000 9 141.950744628906 192.2
26055070 3.378 -76.5337777777778 985 2000 10 145.843078613281 104
26055070 3.378 -76.5337777777778 985 2000 11 153.888122558594 121.6
26055070 3.378 -76.5337777777778 985 2000 12 122.094551086426 85.3
26055070 3.378 -76.5337777777778 985 2001 1 107.999328613281 139.1
26055070 3.378 -76.5337777777778 985 2001 2 104.666389465332 55.5
26055070 3.378 -76.5337777777778 985 2001 3 149.707946777344 140.6
26055070 3.378 -76.5337777777778 985 2001 4 119.310943603516 53.1
26055070 3.378 -76.5337777777778 985 2001 5 149.105331420898 64.8
26055070 3.378 -76.5337777777778 985 2001 6 88.3256912231445 63.3
26055070 3.378 -76.5337777777778 985 2001 7 56.2995529174805 29.7
26055070 3.378 -76.5337777777778 985 2001 8 18.6782188415527 5.8
26055070 3.378 -76.5337777777778 985 2001 9 120.588394165039 103
26055070 3.378 -76.5337777777778 985 2001 10 111.799697875977 72.9
26055070 3.378 -76.5337777777778 985 2001 11 171.992889404297 137.5
26055070 3.378 -76.5337777777778 985 2001 12 183.108734130859 189.3
26055070 3.378 -76.5337777777778 985 2002 1 77.4965896606445 46.4
26055070 3.378 -76.5337777777778 985 2002 2 39.0928344726562 11.9
26055070 3.378 -76.5337777777778 985 2002 3 241.866073608398 220.2
26055070 3.378 -76.5337777777778 985 2002 5 163.979385375977 163.9
26055070 3.378 -76.5337777777778 985 2002 6 78.9051361083984 57.2
26055070 3.378 -76.5337777777778 985 2002 7 67.1624526977539 55.3
26055070 3.378 -76.5337777777778 985 2002 8 46.8233489990234 40.4
26055070 3.378 -76.5337777777778 985 2002 9 70.6077575683594 58.7
26055070 3.378 -76.5337777777778 985 2002 10 207.006774902344 187.9
26055070 3.378 -76.5337777777778 985 2002 12 215.121917724609 154.3
26055070 3.378 -76.5337777777778 985 2003 2 108.068367004395 73.6
26055070 3.378 -76.5337777777778 985 2003 3 129.643157958984 95.6
26055070 3.378 -76.5337777777778 985 2003 4 251.613143920898 178.4
26055070 3.378 -76.5337777777778 985 2003 5 169.558746337891 86.8
26055070 3.378 -76.5337777777778 985 2003 6 170.585266113281 118.1
26055070 3.378 -76.5337777777778 985 2003 7 54.4297714233398 33.4
26055070 3.378 -76.5337777777778 985 2003 8 48.3546676635742 31.7
26055070 3.378 -76.5337777777778 985 2003 11 230.372344970703 195
26055070 3.378 -76.5337777777778 985 2003 12 117.106956481934 34.9
26055070 3.378 -76.5337777777778 985 2004 1 146.431060791016 227.8
26055070 3.378 -76.5337777777778 985 2004 2 39.2121505737305 40.5
26055070 3.378 -76.5337777777778 985 2004 3 72.8816452026367 31.9
26055070 3.378 -76.5337777777778 985 2004 4 199.100738525391 174
26055070 3.378 -76.5337777777778 985 2004 5 189.659698486328 186.1
26055070 3.378 -76.5337777777778 985 2004 6 66.9858856201172 37.9
26055070 3.378 -76.5337777777778 985 2004 7 58.9596252441406 70.1
26055070 3.378 -76.5337777777778 985 2004 8 32.1263313293457 17.5
26055070 3.378 -76.5337777777778 985 2004 9 84.6958160400391 75.8
26055070 3.378 -76.5337777777778 985 2004 10 185.210113525391 131
26055070 3.378 -76.5337777777778 985 2004 11 203.836090087891 199.2
26055070 3.378 -76.5337777777778 985 2004 12 113.366851806641 49.7
26055070 3.378 -76.5337777777778 985 2005 1 99.5573501586914 94
26055070 3.378 -76.5337777777778 985 2005 2 71.0911026000977 62
26055070 3.378 -76.5337777777778 985 2005 4 158.22053527832 148.4
26055070 3.378 -76.5337777777778 985 2005 5 225.034332275391 163.4
26055070 3.378 -76.5337777777778 985 2005 6 87.7667465209961 63.5
26055070 3.378 -76.5337777777778 985 2005 7 46.5185089111328 42.8
26055070 3.378 -76.5337777777778 985 2005 8 57.1562919616699 40.6
26055070 3.378 -76.5337777777778 985 2005 9 79.5069198608398 96
26055070 3.378 -76.5337777777778 985 2005 10 161.869888305664 159.9
26055070 3.378 -76.5337777777778 985 2005 11 190.783798217773 203.2
26055070 3.378 -76.5337777777778 985 2005 12 194.858551025391 188.6
26055070 3.378 -76.5337777777778 985 2006 2 105.213836669922 134.8
26055070 3.378 -76.5337777777778 985 2006 3 220.742553710938 227
26055070 3.378 -76.5337777777778 985 2006 4 223.543426513672 173.1
26055070 3.378 -76.5337777777778 985 2006 6 143.743927001953 163.9
26055070 3.378 -76.5337777777778 985 2006 7 57.7757034301758 45.6
26055070 3.378 -76.5337777777778 985 2006 8 30.4488525390625 18.9
26055070 3.378 -76.5337777777778 985 2006 9 48.0592346191406 16.1
26055070 3.378 -76.5337777777778 985 2006 12 238.231338500977 225
26055070 3.378 -76.5337777777778 985 2007 1 106.964584350586 75.8
26055070 3.378 -76.5337777777778 985 2007 2 37.7386589050293 47
26055070 3.378 -76.5337777777778 985 2007 3 182.127380371094 173.7
26055070 3.378 -76.5337777777778 985 2007 4 221.999572753906 263
26055070 3.378 -76.5337777777778 985 2007 5 206.273483276367 221.3
26055070 3.378 -76.5337777777778 985 2007 6 60.7822608947754 28.8
26055070 3.378 -76.5337777777778 985 2007 7 62.2683944702148 65.3
26055070 3.378 -76.5337777777778 985 2007 8 95.0578231811523 123.2
